15	0
8	0
10	0
5	0
16	0
8	0
128	0
6	0
7	0
4	0
5	0
12	0
6	0
5	0
14	0
5	0
7	0
13	0
3	0
5	0
6	0
13	0
7	0
7	0
2	0
7	0
7	0
7	0
11	0
6	0
5	0
6	0
3	0
5	0
7	0
7	0
9	0
4	0
8	0
11	0
3	0
7	0
9	0
12	0
6	0
7	0
4	0
12	0
26	0
17	0
9	0
9	0
7	0
6	0
11	0
12	0
8	0
10	0
12	0
10	0
9	0
15	0
21	0
5	0
3	0
8	0
5	0
7	0
4	0
5	0
5	0
5	0
13	0
8	0
5	0
6	0
8	0
6	0
19	0
8	0
7	0
5	0
9	0
8	0
6	0
7	0
9	0
5	0
11	0
6	0
6	0
5	0
13	0
8	0
6	0
6	0
5	0
5	0
6	0
7	0
7	0
5	0
4	0
11	0
5	0
12	0
11	0
8	0
10	0
8	0
4	0
8	0
9	0
8	0
11	0
76	0
8	0
4	0
7	0
5	0
5	0
5	0
6	0
6	0
12	0
12	0
6	0
5	0
5	0
6	0
26	0
5	0
13	0
20	0
8	0
7	0
11	0
7	0
7	0
7	0
14	0
17	0
13	0
5	0
7	0
5	0
3	0
13	0
10	0
6	0
7	0
6	0
6	0
7	0
4	0
7	0
13	0
11	0
6	0
5	0
10	0
4	0
12	0
6	0
6	0
2	0
5	0
8	0
5	0
6	0
5	0
13	0
9	0
3	0
5	0
9	0
4	0
20	0
11	0
9	0
12	0
8	0
9	0
9	0
5	0
10	0
6	0
6	0
4	0
5	0
5	0
10	0
15	0
9	0
19	0
7	0
12	0
7	0
43	0
13	0
8	0
5	0
6	0
16	0
20	0
6	0
10	0
17	0
9	0
8	0
6	0
5	0
4	0
5	0
7	0
17	0
7	0
9	0
5	0
7	0
5	0
10	0
17	0
5	0
5	0
5	0
10	0
4	0
5	0
8	0
8	0
7	0
17	0
4	0
6	0
5	0
15	0
12	0
7	0
2	0
10	0
9	0
5	0
6	0
5	0
9	0
7	0
14	0
7	0
6	0
8	0
10	0
4	0
13	0
6	0
4	0
8	0
6	0
10	0
15	0
2	0
5	0
6	0
7	0
9	0
17	0
11	0
20	0
14	0
10	0
5	0
4	0
16	0
14	0
11	0
5	0
12	0
6	0
7	0
4	0
9	0
15	0
9	0
17	0
10	0
37	1
7	0
6	0
37	0
13	0
4	0
5	0
9	0
9	0
6	0
12	0
11	0
14	0
14	0
18	0
10	0
5	0
19	0
10	0
7	0
4	0
4	0
16	0
4	0
4	0
12	0
5	0
14	0
14	0
6	0
7	0
6	0
6	0
8	0
10	0
7	0
12	0
6	0
6	0
4	0
7	0
7	0
5	0
5	0
6	0
8	0
5	0
9	0
4	0
4	0
11	0
13	0
13	0
5	0
8	0
10	0
13	0
6	0
10	0
6	0
6	0
19	0
5	0
8	0
5	0
12	0
14	0
8	0
12	0
6	0
10	0
3	0
4	0
6	0
5	0
9	0
18	0
9	0
7	0
10	0
9	0
10	0
26	0
7	0
7	0
6	0
3	0
6	0
7	0
14	0
20	0
14	0
13	0
4	0
5	0
5	0
5	0
5	0
7	0
8	0
6	0
19	0
7	0
52	0
14	0
5	0
6	0
4	0
8	0
6	0
11	0
10	0
8	0
5	0
8	0
12	0
5	0
6	0
9	0
6	0
5	0
12	0
24	0
6	0
7	0
6	0
15	0
15	0
16	0
5	0
5	0
6	0
6	0
37	0
4	0
16	0
6	0
4	0
7	0
8	0
10	0
7	0
10	0
4	0
18	0
12	0
5	0
6	0
5	0
7	0
16	0
11	0
9	0
6	0
5	0
6	0
8	0
4	0
5	0
9	0
8	0
8	0
5	0
15	0
13	0
6	0
13	0
6	0
10	0
5	0
6	0
10	0
6	0
4	0
6	0
9	0
13	0
9	0
8	0
13	0
5	0
5	0
6	0
18	0
14	0
6	0
13	0
7	0
10	0
5	0
10	0
6	0
10	0
4	0
5	0
8	0
6	0
5	0
8	0
6	0
15	0
9	0
9	0
4	0
15	0
16	0
7	0
8	0
15	0
6	0
8	0
14	0
6	0
11	0
6	0
5	0
5	0
5	0
10	0
7	0
8	0
9	0
8	0
5	0
7	0
12	0
5	0
7	0
7	0
10	0
4	0
5	0
6	0
10	0
6	0
6	0
84	0
7	0
7	0
8	0
8	0
4	0
6	0
6	0
4	0
6	0
6	0
20	0
16	0
9	0
8	0
8	0
12	0
8	0
7	0
14	0
5	0
4	0
10	0
7	0
5	0
5	0
11	0
10	0
7	0
7	0
7	0
12	0
7	0
6	0
7	0
5	0
8	0
8	0
13	0
8	0
8	0
6	0
6	0
3	0
8	0
7	0
7	0
4	0
7	0
6	0
8	0
10	0
5	0
17	0
4	0
14	0
6	0
10	0
4	0
11	0
6	0
11	0
3	0
12	0
6	0
19	0
9	0
10	0
13	0
7	0
6	0
14	0
6	0
4	0
5	0
6	0
4	0
6	0
5	0
7	0
8	0
6	0
6	0
8	0
11	0
6	0
4	0
6	0
8	0
13	0
4	0
9	0
6	0
10	0
7	0
9	0
6	0
14	0
5	0
8	0
7	0
4	0
13	0
7	0
5	0
6	0
10	0
9	0
5	0
9	0
5	0
14	0
5	0
14	0
6	0
7	0
8	0
4	0
11	0
5	0
8	0
6	0
5	0
14	0
4	0
5	0
3	0
8	0
6	0
5	0
4	0
4	0
13	0
5	0
15	0
7	0
6	0
15	0
7	0
15	0
7	0
14	0
13	0
13	0
11	0
5	0
9	0
16	0
6	0
4	0
8	0
4	0
8	0
22	0
9	0
4	0
10	0
7	0
9	0
7	0
5	0
5	0
4	0
8	0
4	0
14	0
6	0
14	0
17	0
8	0
3	0
5	0
4	0
5	0
7	0
4	0
12	0
10	0
7	0
7	0
9	0
9	0
13	0
5	0
7	0
7	0
5	0
6	0
5	0
5	0
5	0
15	0
6	0
8	0
8	0
5	0
8	0
10	0
3	0
8	0
9	0
5	0
9	0
4	0
7	0
9	0
15	0
10	0
6	0
4	0
5	0
9	0
6	0
38	0
10	0
6	0
12	0
13	0
6	0
6	0
10	0
11	0
6	0
5	0
6	0
3	0
6	0
14	0
5	0
8	0
9	0
7	0
16	0
10	0
9	0
5	0
5	0
7	0
6	0
9	0
5	0
8	0
7	0
18	0
13	0
12	0
7	0
7	0
5	0
5	0
7	0
3	0
16	0
6	0
6	0
7	0
25	0
7	0
8	0
6	0
16	0
4	0
4	0
8	0
5	0
9	0
5	0
7	0
7	0
6	0
6	0
7	0
6	0
9	0
9	0
9	0
9	0
7	0
12	0
4	0
12	0
8	0
5	0
9	0
30	0
8	0
3	0
6	0
6	0
8	0
8	0
7	0
63	0
6	0
15	0
8	0
6	0
6	0
19	0
6	0
10	0
6	0
14	0
10	0
7	0
8	0
5	0
6	0
11	0
4	0
10	0
5	0
12	0
8	0
6	0
8	0
9	0
43	0
8	0
19	0
4	0
5	0
7	0
7	0
6	0
5	0
4	0
13	0
8	0
9	0
3	0
9	0
8	0
5	0
17	0
4	0
6	0
20	0
19	0
4	0
6	0
5	0
15	0
5	0
9	0
5	0
11	0
8	0
5	0
6	0
4	0
10	0
10	0
19	0
12	0
18	0
8	0
7	0
16	0
7	0
10	0
5	0
8	0
5	0
26	0
38	0
6	0
4	0
9	0
5	0
7	0
11	0
6	0
8	0
4	0
14	0
11	0
7	0
8	0
3	0
4	0
6	0
10	0
10	0
6	0
6	0
8	0
5	0
50	0
5	0
9	0
6	0
6	0
8	0
6	0
6	0
13	0
5	0
9	0
28	0
5	0
6	0
3	0
11	0
30	0
7	0
5	0
6	0
16	0
7	0
14	0
8	0
70	0
5	0
10	0
5	0
7	0
8	0
8	0
7	0
7	0
8	0
9	0
6	0
19	0
37	0
7	0
67	0
6	0
9	0
3	0
16	0
5	0
4	0
4	0
11	0
7	0
8	0
6	0
4	0
11	0
9	0
5	0
6	0
3	0
7	0
10	0
7	0
5	0
14	0
15	0
13	0
5	0
5	0
5	0
7	0
8	0
10	0
9	0
7	0
6	0
19	0
12	0
4	0
11	0
12	0
6	0
8	0
5	0
6	0
6	0
10	0
5	0
7	0
5	0
6	0
9	0
7	0
4	0
9	0
5	0
8	0
13	0
13	0
11	0
6	0
9	0
7	0
10	0
20	0
6	0
9	0
12	0
6	0
12	0
46	0
8	0
5	0
9	0
7	0
8	0
4	0
3	0
21	0
7	0
8	0
5	0
11	0
7	0
9	0
4	0
5	0
11	0
7	0
6	0
6	0
6	0
9	0
5	0
9	0
4	0
3	0
7	0
6	0
3	0
12	0
10	0
11	0
8	0
10	0
13	0
5	0
20	0
6	0
6	0
7	0
6	0
4	0
7	0
4	0
9	0
4	0
9	0
9	0
15	0
7	0
8	0
5	0
6	0
12	0
12	0
11	0
10	0
8	0
15	0
5	0
7	0
9	0
4	0
6	0
14	0
18	0
4	0
7	0
6	0
9	0
9	0
5	0
7	0
8	0
6	0
15	0
6	0
12	0
8	0
14	0
5	0
7	0
7	0
4	0
6	0
5	0
12	0
4	0
6	0
14	0
7	0
4	0
11	0
9	0
11	0
6	0
9	0
9	0
6	0
6	0
6	0
5	0
6	0
17	0
6	0
6	0
4	0
6	0
6	0
8	0
15	0
8	0
8	0
10	0
9	0
8	0
8	0
6	0
92	0
5	0
6	0
6	0
6	0
5	0
13	0
6	0
9	0
6	0
7	0
6	0
7	0
13	0
2	0
5	0
6	0
7	0
5	0
8	0
7	0
4	0
11	0
8	0
5	0
6	0
6	0
17	0
7	0
9	0
10	0
4	0
8	0
7	0
8	0
5	0
14	0
8	0
5	0
11	0
5	0
15	0
12	0
9	0
12	0
7	0
10	0
6	0
3	0
4	0
21	0
6	0
8	0
6	0
7	0
6	0
5	0
11	0
6	0
13	0
8	0
6	0
9	0
9	0
6	0
5	0
19	0
5	0
5	0
27	1
9	0
6	0
7	0
30	0
4	0
4	0
11	0
11	0
11	0
8	0
7	0
6	0
8	0
9	0
9	0
9	0
11	0
13	0
4	0
8	0
21	0
7	0
15	0
12	0
7	0
5	0
8	0
5	0
17	0
6	0
9	0
8	0
6	0
4	0
3	0
12	0
5	0
9	0
10	0
10	0
7	0
7	0
6	0
6	0
15	0
12	0
9	0
12	0
6	0
5	0
5	0
8	0
5	0
6	0
7	0
6	0
6	0
9	0
8	0
9	0
12	0
5	0
7	0
5	0
5	0
6	0
4	0
6	0
7	0
9	0
16	0
7	0
6	0
19	0
8	0
9	0
6	0
15	0
6	0
13	0
4	0
5	0
7	0
31	0
5	0
7	0
13	0
5	0
9	0
4	0
5	0
5	0
14	0
19	0
5	0
7	0
8	0
15	0
10	0
9	0
4	0
5	0
3	0
13	0
5	0
11	0
7	0
7	0
7	0
7	0
12	0
8	0
9	0
11	0
16	0
6	0
6	0
4	0
5	0
6	0
20	0
4	0
5	0
8	0
6	0
13	0
13	0
9	0
7	0
10	0
6	0
6	0
7	0
8	0
8	0
11	0
8	0
12	0
9	0
10	0
10	0
5	0
6	0
7	0
7	0
5	0
4	0
7	0
9	0
7	0
6	0
8	0
10	0
9	0
8	0
5	0
32	0
9	0
7	0
7	0
6	0
8	0
25	0
10	0
6	0
9	0
7	0
29	0
6	0
7	0
14	0
5	0
17	0
5	0
14	0
8	0
8	0
7	0
3	0
5	0
7	0
9	0
8	0
8	0
18	0
6	0
4	0
6	0
6	0
6	0
6	0
9	0
6	0
13	0
7	0
8	0
8	0
9	0
7	0
9	0
6	0
14	0
5	0
11	0
6	0
3	0
5	0
6	0
8	0
10	0
11	0
6	0
10	0
9	0
6	0
13	0
5	0
11	0
14	0
5	0
10	0
5	0
9	0
